grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
Specialty Potatoes,Hancock,Adams East,568932,44.18331047,-89.600065,2016,48.7219796700607,90.05,16.6699927952176,3.1,3.1,5.5,5.5,1428.4373165846,43,0.6,0.666666666666667,0.0881484896583157,0.0801484401690934,19.56829268292683,33.3,-2.8,2.728440366972477,2.0,4.548307504944689,12.0,-3.9422222222222225,14.4,-25.6,1.0,6.773046014136695,3.0,17.0,19.0
Specialty Potatoes,Hancock,Adams West,568935,44.18304481,-89.60481965,2016,48.7079875038841,90.05,16.6724645816895,3.15,3.15,6.9,6.9,1429.05206188078,43,0.4,0.6,0.0841223517678292,0.0802282429597581,19.56829268292683,33.3,-2.8,2.728440366972477,2.0,4.548307504944689,12.0,-3.9422222222222225,14.4,-25.6,1.0,6.773046014136695,3.0,17.0,19.0
Specialty Potatoes,Specialty,Tony's East,568937,44.63100662,-89.27939277,2016,45.2012436753793,85.9389207836006,14.8273640389112,1.36363636363636,1.36363636363636,2.72727272727273,2.72727272727273,1596.44190223506,43,0.2,0.333333333333333,0.0657320995278575,0.0798749301905195,17.897560975609757,31.5,-2.2,5.68861788617886,0.0,4.614294671331084,16.0,-5.226966292134832,12.2,-27.5,0.0,6.671083530039177,2.0,18.0,1.0
Specialty Potatoes,Specialty,Tony's Wilderness,568938,44.67142565,-89.41097389,2016,46.2129747927657,85.379137956006,14.5619131143799,2.0,2.0,2.54545454545455,2.54545454545455,1568.74784053201,43,0.2,0.333333333333333,0.0081480663772495,0.0125329398751758,17.897560975609757,31.5,-2.2,3.4260162601626014,2.0,4.614294671331084,16.0,-5.138888888888889,12.2,-27.5,2.0,6.685918363960038,2.0,18.0,1.0
Nate Bula,Nate Bula,Pollex 3,568939,43.82002365,-89.88064276,2016,45.0470089069426,86.9317126557795,19.0517915987595,4.64285714285714,4.64285714285714,5.76923076923077,6.16666666666667,2066.09555820678,43,0.2,0.333333333333333,0.0043055166948715,0.0071334004412072,19.0219512195122,33.2,-5.5,2.032520325203252,0.0,4.477164950903749,15.0,-3.574444444444445,15.3,-27.0,1.0,7.05190325908762,6.0,20.0,17.0
Nate Bula,Nate Bula,Pollex 2,568940,43.83114985,-89.89639492,2016,44.99453422497,86.8803566607655,19.2982266783868,6.25,6.25,4.38461538461539,4.38461538461539,1954.69516141443,43,0.2,0.333333333333333,0.0464498213575423,0.0598557511749724,18.938260869565223,33.2,-5.5,2.032520325203252,0.0,4.612826940986456,15.0,-3.761627906976744,15.3,-27.0,0.0,7.107579526850625,6.0,20.0,17.0
Flyte Family Farm,Flyte Family Farm,Potter South,568942,44.01561013,-89.58452465,2016,44.8738500709923,90.5598672664204,18.0516049883803,6.9375,6.9375,6.36428571428571,6.36428571428571,1986.40716547093,43,0.2,0.333333333333333,0.139352926641006,0.1626355471294,19.459999999999997,33.3,-3.9,2.8285714285714287,2.0,4.880059295070528,11.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Flyte Family Farm,Flyte Family Farm,Prince 2,568943,44.15964472,-89.60268971,2016,48.9239883308907,91.0520584919404,14.319988564048,2.8,2.8,7.525,7.525,1407.18234409866,42,0.0,0.0,0.164609137528985,0.174721875144365,19.357723577235777,33.3,-3.9,2.9633027522935786,2.0,4.5497614444773555,12.0,-3.326666666666666,14.4,-27.2,1.0,6.707078266757031,7.0,20.0,16.0
Sterling Farms,Joe Seis,Wickman West West 1/2,577755,43.85877595,-89.92513228,2016,45.0130367425344,86.6700314087957,19.302386720655,4.84615384615385,4.84615384615385,4.84615384615385,4.84615384615385,1958.50974826488,36,0.0,0.0,0.0412174455812492,0.0390775547545276,18.938260869565223,33.2,-5.5,10.398373983739837,0.0,4.612826940986456,15.0,-3.761627906976744,15.3,-27.0,0.0,7.107579526850625,6.0,20.0,17.0
Sterling Farms,Joe Seis,Kaye E,577756,43.9279451,-89.92040043,2016,44.8700000000001,87.2164494821193,18.5354843536947,3.29285714285714,3.29285714285714,4.21428571428571,4.21428571428571,2070.51600287436,43,0.2,0.333333333333333,0.0194894690614812,0.0212473427415364,18.938260869565223,33.2,-5.5,3.2642276422764227,0.0,4.612826940986456,15.0,-3.761627906976744,15.3,-27.0,0.0,7.107579526850625,6.0,20.0,17.0
Signature Farms,Signature Farms,Bork E,577940,43.73330222,-89.71575281,2016,51.9300515099888,90.8103073493849,20.7346651343039,5.9375,5.9375,8.07692307692308,8.07692307692308,2059.71745860029,43,0.2,0.333333333333333,0.0988143193598789,0.106744687130444,19.54308943089431,33.8,-1.6,6.72542372881356,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,C 1 Nichols,577941,43.71180856,-89.71339013,2016,50.5001528069603,91.0144332100563,17.5098263178657,4.0,4.0,5.41666666666667,5.41666666666667,1993.42788823581,43,0.2,0.333333333333333,0.0396877497748416,0.0603824119771821,19.54308943089431,33.8,-1.6,6.72542372881356,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,C 4,577942,43.69513482,-89.73049353,2016,50.4519753798906,90.9847645159399,17.4799125318411,9.38461538461538,9.38461538461538,14.0,14.0,1991.73624872723,43,0.2,0.333333333333333,0.042779097515406,0.0614136409622198,19.54308943089431,33.8,-1.6,4.558536585365854,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,C 5,577943,43.69175477,-89.72308884,2016,50.458254492569,90.9585820446296,17.486309804112,6.84615384615385,6.84615384615385,10.6923076923077,10.6923076923077,1992.48876988505,43,0.2,0.333333333333333,0.0382194354689922,0.0553836539938562,19.54308943089431,33.8,-1.6,6.72542372881356,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,C 6,577944,43.69554053,-89.71409148,2016,50.4971229831179,91.0007144384358,17.5076612519283,7.03846153846154,7.03846153846154,7.69230769230769,7.69230769230769,1995.26268397316,43,0.2,0.333333333333333,0.0320068888069135,0.04737464361512,19.54308943089431,33.8,-1.6,6.72542372881356,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,N-12 Kendall,577945,43.75606882,-89.70453411,2016,50.2937378789385,90.8532281976113,17.5686094896542,4.77272727272727,4.77272727272727,7.90909090909091,7.90909090909091,1732.92351545671,5,0.2,0.2,0.071846761864018,0.0743518218576306,19.54308943089431,33.8,-1.6,4.560975609756097,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,N-4,577946,43.74495363,-89.71226287,2016,50.3892809011152,90.950247367813,17.8097393838591,5.04166666666667,5.04166666666667,5.40909090909091,5.40909090909091,1879.1222309498,43,0.2,0.333333333333333,0.113872352201182,0.128222101299346,19.54308943089431,33.8,-1.6,4.560975609756097,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Signature Farms,Signature Farms,N-5,577947,43.73990603,-89.70856868,2016,50.4529991768095,90.9536443767132,17.8556828748107,5.08333333333333,5.08333333333333,6.91666666666667,6.91666666666667,1884.17386142706,43,0.2,0.333333333333333,0.0964484323413396,0.105508655676768,19.54308943089431,33.8,-1.6,6.72542372881356,0.0,4.417422312319616,7.0,-3.096666666666667,14.0,-23.7,1.0,6.690870016151391,7.0,14.0,19.0
Specialty Potatoes,Specialty,Tom Z,593432,44.6310163,-89.2794433,2016,45.20108564228,85.9386963484594,14.8670628324984,2.96153846153846,2.96153846153846,5.30769230769231,5.30769230769231,1856.29524709327,43,0.2,0.333333333333333,0.0658384872110712,0.0799981466093024,17.897560975609757,31.5,-2.2,5.68861788617886,0.0,4.614294671331084,16.0,-5.226966292134832,12.2,-27.5,0.0,6.671083530039177,2.0,18.0,1.0
Signature Farms,Signature Farms,Hilliard E 1/2,595612,43.86522655,-89.74461246,2016,52.0262073902732,89.69,21.0659467164708,2.05,2.05,3.02777777777778,3.02777777777778,1667.72502784437,43,0.2,0.333333333333333,0.0188173806866334,0.0234714190577231,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Specialty Potatoes,Specialty,Dewey 4,596057,44.60476859,-89.51744835,2016,48.4884990596466,84.619185041059,14.5790165552403,3.0,3.0,5.63636363636364,5.63636363636364,1558.61923168614,36,0.0,0.0,0.0079325242711385,0.0091691818398334,17.897560975609757,31.5,-2.2,2.378861788617886,0.0,4.614294671331084,16.0,-5.226966292134832,12.2,-27.5,0.0,6.671083530039177,2.0,18.0,1.0
Specialty Potatoes,Specialty,Dewey 6,596058,44.60805614,-89.52327465,2016,48.499564643635,84.6475894227538,14.6071273293129,1.59090909090909,1.59090909090909,3.36363636363636,3.36363636363636,1561.42084182234,5,0.0,0.0,0.0116427285764367,0.0127976600763604,17.897560975609757,31.5,-2.2,2.378861788617886,0.0,4.614294671331084,16.0,-5.226966292134832,12.2,-27.5,0.0,6.671083530039177,2.0,18.0,1.0
Sterling Farms,Joe Seis,Home E,596748,43.92520106,-89.71001842,2016,56.1708575023954,86.7324505353636,20.5068269362408,1.77777777777778,1.77777777777778,5.44444444444444,5.44444444444444,1767.92615667405,43,0.4,0.4,0.0462197354860874,0.0468344699633538,19.459999999999997,33.3,-3.9,2.8285714285714287,2.0,4.880059295070528,11.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Coloma Farms,Coloma Farms,12 Morrison North N 1/2,597651,44.0381046,-89.57722698,2016,49.2574376333499,87.6593144290568,18.5770227305765,2.63636363636364,2.63636363636364,6.27272727272727,6.27272727272727,1982.28477794474,43,0.6,0.6,0.259667724321465,0.247593222318477,19.459999999999997,33.3,-3.9,2.8285714285714287,2.0,4.880059295070528,11.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Coloma Farms,Coloma Farms,Morrison North S 1/2,597652,44.03459968,-89.57724346,2016,49.2656580292082,87.6509516463819,18.4310128606361,2.11666666666667,2.11666666666667,3.11111111111111,3.11111111111111,1867.90359941252,43,0.6,0.6,0.239780527474698,0.233555150193782,19.459999999999997,33.3,-3.9,2.8285714285714287,2.0,4.880059295070528,11.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Wisconsin Central Farms,WCF,1 Necedah,62992,44.05716407,-90.04041199,2017,38.6708183628726,87.7950376277571,18.650275036074,2.09090909090909,2.09090909090909,5.33333333333333,5.33333333333333,1576.90653143365,43,0.4,0.466666666666667,0.0370270806147298,0.0472381023454458,18.134545454545457,31.2,0.0,3.3666666666666663,0.0,3.914579578668881,10.0,-4.258888888888889,18.0,-26.0,0.0,7.02883138662985,6.0,21.0,3.0
Wisconsin Central Farms,WCF,16 13th St,62999,44.10077545,-90.05052403,2017,38.6037382802721,86.734897777101,17.7649699805709,1.65384615384615,1.65384615384615,3.41666666666667,3.41666666666667,1752.61258005213,43,0.6,0.666666666666667,0.0932423751184574,0.100521508427202,17.714634146341467,31.2,-2.2,1.668085106382979,0.0,4.311910362195782,15.0,-4.258888888888889,18.0,-26.0,0.0,7.02883138662985,6.0,21.0,3.0
Wisconsin Central Farms,WCF,18 Kiesling,63001,44.22475581,-89.94484504,2017,20.7626699304707,44.4538492754005,0.0,6.0,6.0,10.0,10.0,11.4531215293177,42,0.4,0.333333333333333,0.133874735001342,0.133971242585443,18.206557377049183,32.2,-2.2,1.668085106382979,0.0,4.33926409011806,10.0,-4.865555555555555,16.7,-25.6,0.0,7.168143650608245,5.0,23.0,4.0
Wisconsin Central Farms,WCF,26 Huebner,63009,44.17160647,-89.97587729,2017,39.5613709349308,85.8928694240508,17.7761070297419,5.9,5.9,7.22222222222222,7.22222222222222,1409.63667243457,43,0.4,0.466666666666667,0.0957651786615593,0.1018134560043,18.21707317073171,32.2,-2.2,1.668085106382979,0.0,4.323017072526577,10.0,-4.865555555555555,16.7,-25.6,0.0,7.168143650608245,5.0,23.0,4.0
Wisconsin Central Farms,WCF,7 N Home,63016,44.32976188,-89.93130015,2017,39.15327698027,85.0308313245597,16.6951906294972,2.03846153846154,2.03846153846154,4.04545454545455,4.04545454545455,1659.06086943314,43,0.4,0.466666666666667,0.0293870770663056,0.037292467094366,18.206557377049183,32.2,-2.2,1.668085106382979,0.0,4.33926409011806,10.0,-4.865555555555555,16.7,-25.6,0.0,7.168143650608245,5.0,23.0,4.0
Wisconsin Central Farms,WCF,9 Oltesvig,63017,44.27475525,-89.94997499,2017,39.508012079255,85.1558138641596,16.4284702600375,4.0,4.0,12.2,12.2,989.656960206199,43,0.4,0.466666666666667,0.069739537679939,0.0754379326781781,18.206557377049183,32.2,-2.2,1.668085106382979,0.0,4.33926409011806,10.0,-4.865555555555555,16.7,-25.6,0.0,7.168143650608245,5.0,23.0,4.0
Wisconsin Central Farms,WCF,23 Hanson,63020,44.13517548,-90.04805558,2017,49.1545570944771,86.1781377996042,18.3597036374336,4.09090909090909,4.09090909090909,3.66666666666667,3.66666666666667,1725.76395290433,43,0.4,0.466666666666667,0.118819329064498,0.121764005189872,17.714634146341467,31.2,-2.2,1.668085106382979,0.0,4.311910362195782,15.0,-4.258888888888889,18.0,-26.0,0.0,7.02883138662985,6.0,21.0,3.0
Signature Farms,Signature Farms,A&W North,63091,43.96695532,-89.65210554,2017,43.0058544031063,86.0324647322584,14.9769201730497,1.92307692307692,1.92307692307692,2.95833333333333,2.95833333333333,1821.66110147969,43,0.6,0.533333333333333,0.162650180350142,0.148734565924958,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,N-1 Kendall,63097,43.7781794,-89.70355898,2017,51.7033333762102,87.9911102832425,16.8843011603265,2.75,2.75,3.2,3.2,1616.24470272454,43,0.4,0.4,0.0693897373610274,0.0724956673906295,18.0425,31.5,-1.0,6.72542372881356,0.0,4.339377303041446,8.0,-3.801123595505618,18.6,-23.2,0.0,6.880299517496289,6.0,17.0,19.0
Signature Farms,Signature Farms,E-13,63128,43.76354359,-89.71290157,2017,47.9236181859075,85.3608478487997,16.4690571215775,8.35714285714286,8.35714285714286,11.5,11.5,1709.46755465953,43,0.2,0.333333333333333,0.0942900466024159,0.0947893895903707,18.0425,31.5,-1.0,2.193495934959349,0.0,4.339377303041446,8.0,-3.801123595505618,18.6,-23.2,0.0,6.880299517496289,6.0,17.0,19.0
Signature Farms,Signature Farms,E-17,63129,43.72745098,-89.70802399,2017,49.88458715757,85.9415293580936,17.8602818639426,3.64076923076923,3.64076923076923,6.0,6.0,1730.62446530325,43,0.2,0.333333333333333,0.0770366147857476,0.0941638979955382,18.0425,31.5,-1.0,6.72542372881356,0.0,4.339377303041446,8.0,-3.801123595505618,18.6,-23.2,0.0,6.880299517496289,6.0,17.0,19.0
Signature Farms,Signature Farms,E-8,63130,43.78570961,-89.74290543,2017,51.6062644840116,88.1538540927982,17.1784198726563,4.375,4.375,5.3,5.3,1616.52751683801,43,0.4,0.4,0.0732990527819491,0.0831645768550028,18.0425,31.5,-1.0,4.558536585365854,0.0,4.339377303041446,8.0,-3.801123595505618,18.6,-23.2,0.0,6.880299517496289,6.0,17.0,19.0
Signature Farms,Signature Farms,Landfill N,63137,44.03575091,-89.85316819,2017,43.3167516119886,87.2774301227643,14.1381600570551,2.40909090909091,2.40909090909091,5.08333333333333,5.08333333333333,1576.46905893779,43,0.4,0.533333333333333,0.030706920157254,0.0398444664362449,18.134545454545457,31.2,0.0,3.2642276422764227,0.0,3.914579578668881,10.0,-4.258888888888889,18.0,-26.0,0.0,7.02883138662985,6.0,21.0,3.0
Signature Farms,Signature Farms,Northway N North Pivot,63141,43.95041066,-89.63535365,2017,48.6374537875645,86.1078694471013,16.3638920896832,2.18181818181818,2.18181818181818,3.61363636363636,3.61363636363636,1671.06218272134,43,0.2,0.333333333333333,0.0848988252611113,0.0766436037289262,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Martin,63142,43.96338748,-89.70796384,2017,41.1611748706725,86.9038310324512,13.0001877649592,3.71428571428571,3.71428571428571,6.38461538461539,6.38461538461539,1786.06456428903,43,0.4,0.4,0.0813971943148013,0.0851592138329502,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Smith,63149,43.79928461,-89.71252295,2017,51.636505620747,88.1210088751065,16.9216431168406,4.08333333333333,4.08333333333333,5.66363636363636,5.66363636363636,1611.8726354195,36,0.0,0.0,0.083463333353764,0.0797350961353982,18.0425,31.5,-1.0,4.560975609756097,0.0,4.339377303041446,8.0,-3.801123595505618,18.6,-23.2,0.0,6.880299517496289,6.0,17.0,19.0
Signature Farms,Signature Farms,Vics,63152,43.94251677,-89.84100246,2017,51.5876383468542,85.8515692162989,16.625662819323,3.44444444444444,3.44444444444444,4.625,4.625,1774.12426303732,5,0.0,0.0,0.0584682562585393,0.0637990366655819,18.134545454545457,31.2,0.0,10.398373983739837,0.0,3.914579578668881,10.0,-4.258888888888889,18.0,-26.0,0.0,7.02883138662985,6.0,21.0,3.0
Signature Farms,Signature Farms,Fredrick,63159,43.97064186,-89.71247117,2017,41.1993908891832,86.9351698985489,13.018565678632,5.5,5.5,8.84615384615385,8.84615384615385,1786.75191852331,43,0.2,0.333333333333333,0.0662948819455791,0.0736782077300032,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Coloma Farms,Coloma Farms,21 CJ,63177,44.03279051,-89.61311261,2017,48.5472289548741,84.0763484089424,15.7217848796957,2.44444444444444,2.44444444444444,3.88888888888889,3.88888888888889,1704.80839570887,43,0.6,0.6,0.205635576802265,0.190825970979835,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Coloma Farms,Coloma Farms,1 Home W 1/2,63181,44.01819895,-89.59508729,2017,44.1781476573856,85.833476606071,13.0519150290163,4.32142857142857,4.32142857142857,5.08333333333333,5.08333333333333,1648.73404296999,43,0.2,0.333333333333333,0.229104341879292,0.233149838635562,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Coloma Farms,Coloma Farms,2 Powell W 1/2,63189,44.0266876,-89.59511707,2017,44.1693833628384,85.8816218829611,13.6428396975423,5.75,6.0,11.3846153846154,11.3846153846154,1704.8283273948,43,0.4,0.466666666666667,0.212327147640335,0.225791463741618,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Coloma Farms,Coloma Farms,16 Spry East W 1/2,63190,44.03616814,-89.59138009,2017,48.5535141463681,84.5898140108262,15.0145276324002,2.81818181818182,2.81818181818182,4.09090909090909,4.09090909090909,1698.41130947861,43,0.4,0.466666666666667,0.258048204165683,0.26910947115617,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Coffer Schmidt,63226,43.97406804,-89.64311754,2017,42.9362994516671,85.8626279333985,14.9282265704299,2.15384615384615,2.15384615384615,3.58333333333333,3.58333333333333,1814.03499727639,43,0.4,0.4,0.142342649014898,0.149737305482043,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Coffer G,63227,43.9781862,-89.62566703,2017,42.105241933911,85.7190611723593,13.9232658706236,3.14285714285714,3.14285714285714,3.16666666666667,3.16666666666667,1790.98448901456,43,0.2,0.333333333333333,0.0961747069144626,0.111097976832119,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Coffer Shop,63229,43.97405124,-89.65314138,2017,42.979674899748,85.9494514054318,14.9731230377128,2.5,2.5,2.91666666666667,2.91666666666667,1819.15903638914,43,0.4,0.4,0.134044966236765,0.128585909390059,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Signature Farms,Signature Farms,Ferge,63232,43.9565546,-89.71268033,2017,41.1825766445108,86.8743130431286,13.4034965316913,4.15384615384615,4.15384615384615,6.61538461538461,6.61538461538461,1719.82194085055,36,0.0,0.0,0.0730514689850489,0.070793797062222,18.0009900990099,31.7,-2.8,0.811764705882353,0.0,4.316584183112961,7.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
